0.426136 	0.426136 
0.462801 	0.441321 
0.413172 	0.425115 
0.417243 	0.421021 
0.426184 	0.439793 
0.392383 	0.380239 
0.400135 	0.388234 
0.384678 	0.396197 
0.414548 	0.421119 
0.410515 	0.406732 
0.384550 	0.380504 
0.444523 	0.392947 
0.414466 	0.439226 
0.462488 	0.466372 
0.432438 	0.441195 
0.380010 	0.386395 
0.416236 	0.430394 
0.411966 	0.425569 
0.434462 	0.438715 
0.433096 	0.412544 
0.397797 	0.387391 
0.421478 	0.426235 
0.496214 	0.488085 
0.382314 	0.389164 
0.437183 	0.438439 
0.433856 	0.432164 
0.408659 	0.402386 
0.403196 	0.427008 
0.394042 	0.382320 
0.409844 	0.398195 
0.397508 	0.382245 
0.480813 	0.461669 
0.399001 	0.420115 
0.405465 	0.404488 
0.459661 	0.466738 
0.414992 	0.443019 
0.429710 	0.446259 
0.434914 	0.443957 
0.474930 	0.480046 
0.397984 	0.409345 
0.440358 	0.459465 
0.417875 	0.392795 
0.379278 	0.416677 
0.424333 	0.397348 
0.441150 	0.479335 
0.410608 	0.434469 
0.439215 	0.461317 
0.469025 	0.432336 
0.426439 	0.449449 
0.399444 	0.436558 
0.447744 	0.443440 
0.452486 	0.476792 
0.406395 	0.414155 
0.396280 	0.379013 
0.384416 	0.398664 
0.455442 	0.459795 
0.425597 	0.426982 
0.425031 	0.426199 
0.406259 	0.391426 
0.461616 	0.438031 
0.467823 	0.465637 
0.439381 	0.456727 
0.431823 	0.450142 
0.433966 	0.411482 
0.460203 	0.487521 
0.428927 	0.434879 
0.447153 	0.440322 
0.444949 	0.459618 
0.391384 	0.392815 
0.432679 	0.435490 
0.392872 	0.391190 
0.400849 	0.441254 
0.407910 	0.403527 
0.454296 	0.460104 
0.465569 	0.461969 
0.442301 	0.441748 
0.479666 	0.479847 
0.430455 	0.436031 
0.414004 	0.428945 
0.429780 	0.431995 
0.420864 	0.463723 
0.450182 	0.451203 
0.408104 	0.423440 
0.414105 	0.439132 
0.418759 	0.411576 
0.433685 	0.423945 
0.408493 	0.391902 
0.381323 	0.409478 
0.403441 	0.397906 
0.418558 	0.423827 
0.400069 	0.424289 
0.457119 	0.440519 
0.422806 	0.406540 
0.402383 	0.382215 
0.462910 	0.491498 
0.404347 	0.376092 
0.438849 	0.432680 
0.420809 	0.403404 
0.429107 	0.424535 
0.376427 	0.382139 
0.387656 	0.423832 
0.394508 	0.409255 
0.398570 	0.405331 
0.444876 	0.440217 
0.413633 	0.393902 
0.489399 	0.502209 
0.431240 	0.410664 
0.394496 	0.407535 
0.459490 	0.445941 
0.476572 	0.470173 
0.390525 	0.385545 
0.431387 	0.451889 
0.376917 	0.369820 
0.469224 	0.459107 
0.423098 	0.406477 
0.430539 	0.424858 
0.385570 	0.398598 
0.402835 	0.393229 
0.437060 	0.418971 
0.424380 	0.442866 
0.426782 	0.414260 
0.398481 	0.401513 
0.412443 	0.449325 
0.436514 	0.424776 
0.406823 	0.410151 
0.422560 	0.398497 
0.450891 	0.435286 
0.470338 	0.488816 
0.381911 	0.397419 
0.393956 	0.387960 
0.434614 	0.422752 
0.435043 	0.425250 
0.393385 	0.380458 
0.403849 	0.416068 
0.409062 	0.403572 
0.441497 	0.419727 
0.433873 	0.429371 
0.423078 	0.406509 
0.404970 	0.406277 
0.446668 	0.461710 
0.466961 	0.472672 
0.426650 	0.399384 
0.415041 	0.389027 
0.466403 	0.439282 
0.412325 	0.428186 
0.445349 	0.401885 
0.467411 	0.440219 
0.450517 	0.458644 
0.427205 	0.462413 
0.456390 	0.437864 
0.416433 	0.399382 
0.375806 	0.391186 
0.424695 	0.456478 
0.449029 	0.414267 
0.420589 	0.427763 
0.486628 	0.475649 
0.381814 	0.399592 
0.486161 	0.487348 
0.460486 	0.449880 
0.445414 	0.408554 
0.457121 	0.459759 
0.387043 	0.388376 
0.449219 	0.452523 
0.426776 	0.410346 
0.361737 	0.363690 
0.459053 	0.457554 
0.424114 	0.426614 
0.434348 	0.450510 
0.422504 	0.418010 
0.439624 	0.465355 
0.403951 	0.397918 
0.410481 	0.398902 
0.446589 	0.458881 
0.432251 	0.431996 
0.450673 	0.449571 
0.450216 	0.454110 
0.431237 	0.409300 
0.417143 	0.426551 
0.411304 	0.443469 
0.429063 	0.428940 
0.469590 	0.482764 
0.432638 	0.422558 
0.393357 	0.397807 
0.379137 	0.394166 
0.469661 	0.458393 
0.431252 	0.445140 
0.457786 	0.447860 
0.397851 	0.422466 
0.395735 	0.399408 
0.400389 	0.406387 
0.459249 	0.438639 
0.434800 	0.407789 
0.404192 	0.436869 
0.463156 	0.441238 
0.411393 	0.417271 
0.435291 	0.421022 
0.437698 	0.461776 
0.418067 	0.432358 
0.406409 	0.435237 
0.405075 	0.416212 
0.407959 	0.403141 
0.461505 	0.419050 
0.427021 	0.423504 
0.458739 	0.426228 
0.390798 	0.393927 
0.426387 	0.398636 
0.407086 	0.422005 
0.406839 	0.425215 
0.446816 	0.460005 
0.438144 	0.424634 
